"","x"
"63215",84
"63216",82.9
"63217",82.2
"63218",82
"63219",81.5
"63220",81.3
"63221",80.6
"63222",80.2
"63223",79.7
"63224",79.5
"63225",79.7
"63226",79.3
"63227",79.3
"63228",79.3
"63229",79.3
"63230",78.6
"63231",78.6
"63232",80.8
"63233",81.7
"63234",82
"63235",83.1
"63236",83.5
"63237",83.8
"63238",83.5
"63239",84.6
"63240",84
"63241",83.8
"63242",83.3
"63243",82.8
"63244",81.9
"63245",80.8
"63246",80.4
"63247",80.2
"63248",80.1
"63249",79.9
"63250",79.2
"63251",79.2
"63252",79.3
"63253",79.2
"63254",78.4
"63255",80.8
"63256",82.8
"63257",82.8
"63258",83.5
"63259",83.7
"63260",85.5
"63261",85.1
"63262",85.8
"63263",84.7
"63264",84.7
"63265",84.2
"63266",82.9
"63267",82.4
"63268",81.5
"63269",81.3
"63270",81.9
"63271",81.5
"63272",81.7
"63273",81.3
"63274",81
"63275",81
"63276",81.1
"63277",81.3
"63278",81.3
"63279",80.4
"63280",82.8
"63281",83.8
"63282",83.7
"63283",84.9
"63284",84.6
"63285",84.2
"63286",84
"63287",84.4
"63288",84.4
"63289",83.3
"63290",82.6
"63291",80.6
"63292",82
"63293",82.4
"63294",82
"63295",81.3
"63296",80.8
"63297",81.5
"63298",81.5
"63299",81.1
"63300",79.5
"63301",76.1
"63302",78.3
"63303",78.1
"63304",77.5
"63305",79.7
"63306",81.5
"63307",82.6
"63308",81.5
"63309",83.1
"63310",83.5
"63311",82.8
"63312",79
"63313",81.9
"63314",82.2
"63315",79.5
"63316",81.5
"63317",81.5
"63318",81.7
"63319",81.7
"63320",81.7
"63321",81.3
"63322",81.1
"63323",81.1
"63324",81
"63325",81
"63326",81
"63327",81.5
"63328",82.2
"63329",82.9
"63330",83.3
"63331",83.5
"63332",83.1
"63333",83.1
"63334",83.7
"63335",83.7
"63336",83.5
"63337",82.9
"63338",82.8
"63339",82.4
"63340",81.9
"63341",82
"63342",81.9
"63343",81.5
"63344",80.2
"63345",79.5
"63346",80.6
"63347",80.4
"63348",80.8
"63349",81.3
"63350",80.6
"63351",81.9
"63352",83.1
"63353",82.6
"63354",83.5
"63355",83.5
"63356",84.7
"63357",84.2
"63358",83.8
"63359",82.6
"63360",82.8
"63361",82.4
"63362",81.9
"63363",82
"63364",82
"63365",81.9
"63366",81.9
"63367",81.5
"63368",81.3
"63369",81
"63370",81.7
"63371",81.5
"63372",81
"63373",81.3
"63374",82
"63375",82.9
"63376",83.3
"63377",84.2
"63378",84.2
"63379",84
"63380",84.7
"63381",84.2
"63382",83.7
"63383",83.3
"63384",82.6
"63385",82.4
"63386",81.7
"63387",81.7
"63388",81.3
"63389",81.3
"63390",81.1
"63391",81.3
"63392",81.1
"63393",80.4
"63394",80.2
"63395",80.1
"63396",80.1
"63397",82
"63398",83.1
"63399",84.2
"63400",84.2
"63401",84.6
"63402",85.3
"63403",85.6
"63404",85.5
"63405",84.9
"63406",84.7
"63407",84.7
"63408",83.8
"63409",83.3
"63410",81.9
"63411",81.7
"63412",81.7
"63413",81.3
"63414",81.1
"63415",77
"63416",78.4
"63417",79.5
"63418",78.3
"63419",78.8
"63420",80.4
"63421",81.7
"63422",82.9
"63423",81.9
"63424",83.3
"63425",81
"63426",81.9
"63427",82.2
"63428",82.6
"63429",84.6
"63430",83.8
"63431",82.8
"63432",82.6
"63433",82.8
"63434",82.6
"63435",82.6
"63436",82.8
"63437",82.4
"63438",82.2
"63439",82.2
"63440",82.2
"63441",82.2
"63442",81.3
"63443",81.5
"63444",81.5
"63445",82.2
"63446",82.9
"63447",83.5
"63448",84.2
"63449",84.4
"63450",84.6
"63451",84.9
"63452",84.6
"63453",84.9
"63454",84.9
"63455",84
"63456",83.5
"63457",83.1
"63458",83.1
"63459",82.2
"63460",81.9
"63461",82.4
"63462",80.8
"63463",81
"63464",81.9
"63465",79.2
"63466",80.2
"63467",81.5
"63468",81.9
"63469",82.4
"63470",82.9
"63471",82.2
"63472",83.7
"63473",84.2
"63474",84.6
"63475",84.9
"63476",84.9
"63477",84.9
"63478",85.3
"63479",84.7
"63480",83.8
"63481",82.9
"63482",82.9
"63483",82.9
"63484",82.2
"63485",82.4
"63486",82
"63487",81.5
"63488",81.5
"63489",80.6
"63490",81.1
"63491",80.8
"63492",80.4
"63493",81
"63494",78.6
"63495",78.8
"63496",81.7
"63497",82.9
"63498",83.5
"63499",84.4
"63500",81.7
"63501",83.5
"63502",83.3
"63503",83.7
"63504",82.9
"63505",82.6
"63506",82.4
"63507",82.8
"63508",82.8
"63509",82.8
"63510",82.2
"63511",81.7
"63512",81.7
"63513",82.2
"63514",81.7
"63515",82
"63516",82.2
"63517",82.4
"63518",83.5
"63519",83.5
"63520",84.2
"63521",84.9
"63522",85.1
"63523",85.8
"63524",86
"63525",85.6
"63526",84.7
"63527",84.7
"63528",84
"63529",83.5
"63530",83.1
"63531",83.1
"63532",82.8
"63533",81.7
"63534",82.2
"63535",82.6
"63536",82.6
"63537",82.2
"63538",82.4
"63539",82.4
"63540",82.2
"63541",82.8
"63542",83.5
"63543",84.4
"63544",85.3
"63545",85.8
"63546",85.5
"63547",86.2
"63548",85.8
"63549",86
"63550",85.8
"63551",84.7
"63552",84.4
"63553",83.7
"63554",83.5
"63555",82.2
"63556",82.2
"63557",82.2
"63558",82
"63559",80.8
"63560",82.2
"63561",82.4
"63562",82.2
"63563",82
"63564",82.2
"63565",82.8
"63566",82.6
"63567",82.2
"63568",83.8
"63569",84.6
"63570",84.6
"63571",84.7
"63572",84.6
"63573",84.4
"63574",84.6
"63575",84.4
"63576",83.5
"63577",83.3
"63578",82.4
"63579",82.2
"63580",81.5
"63581",81.7
"63582",81.3
"63583",81.1
"63584",81.3
"63585",81
"63586",81.1
"63587",80.4
"63588",80.2
"63589",80.6
"63590",80.2
"63591",84
"63592",84.7
"63593",84.6
"63594",84.4
"63595",85.3
"63596",85.1
"63597",86.4
"63598",85.6
"63599",84.7
"63600",83.8
"63601",83.3
"63602",82.2
"63603",82.6
"63604",82.4
"63605",82.2
"63606",81.9
"63607",81.9
"63608",81
"63609",82.2
"63610",81.5
"63611",80.4
"63612",80.2
"63613",79.5
"63614",79.2
"63615",78.8
"63616",81.5
"63617",82.4
"63618",82.8
"63619",79.7
"63620",81.9
"63621",83.3
"63622",83.5
"63623",82.9
"63624",82.4
"63625",82
"63626",82.2
"63627",81.9
"63628",82.4
"63629",82.2
"63630",82
"63631",81.7
"63632",81.7
"63633",81.7
"63634",81.7
"63635",81.7
"63636",81.9
"63637",82
"63638",82.9
"63639",83.7
"63640",84
"63641",84.7
"63642",85.1
"63643",85.1
"63644",85.5
"63645",85.6
"63646",84.6
"63647",84.4
"63648",83.7
"63649",82.4
"63650",82.8
"63651",82.4
"63652",81.7
"63653",82
"63654",82.4
"63655",82
"63656",82.2
"63657",82
"63658",81.9
"63659",81.7
"63660",81.7
"63661",82.2
"63662",82.6
"63663",83.3
"63664",83.5
"63665",84.6
"63666",84
"63667",85.3
"63668",84.2
"63669",83.7
"63670",84.2
"63671",83.7
"63672",82.9
"63673",82.9
"63674",82.8
"63675",82.8
"63676",82.4
"63677",81.9
"63678",81.3
"63679",82.4
"63680",82.2
"63681",82
"63682",81.9
"63683",81.9
"63684",81.9
"63685",81.7
"63686",83.3
"63687",83.3
"63688",83.8
"63689",84.2
"63690",84.4
"63691",84.9
"63692",85.5
"63693",84.2
"63694",83.8
"63695",83.1
"63696",83.5
"63697",82.9
"63698",82
"63699",80.4
"63700",81.1
"63701",82.2
"63702",81.5
"63703",82.4
"63704",79.7
"63705",80.6
"63706",81.5
"63707",80.8
"63708",80.2
"63709",83.5
"63710",82.8
"63711",82.9
"63712",84.4
"63713",84.9
"63714",85.6
"63715",86
"63716",85.3
"63717",85.1
"63718",84.9
"63719",83.8
"63720",83.5
"63721",83.3
"63722",82.2
"63723",81.9
"63724",81.9
"63725",81.9
"63726",81.3
"63727",81.5
"63728",82.2
"63729",81.7
"63730",81.5
"63731",81.1
"63732",82
"63733",83.1
"63734",83.8
"63735",84.4
"63736",84.6
"63737",85.1
"63738",84.9
"63739",84.7
"63740",84.6
"63741",84.2
"63742",83.8
"63743",82.9
"63744",82.8
"63745",82.8
"63746",82.6
"63747",82.6
"63748",81
"63749",80.8
"63750",80.2
"63751",81.5
"63752",81.1
"63753",81.3
"63754",79
"63755",81
"63756",81.5
"63757",82.2
"63758",83.1
"63759",82.8
"63760",83.5
"63761",83.8
"63762",83.8
"63763",83.8
"63764",83.8
"63765",84
"63766",82
"63767",81.7
"63768",80.8
"63769",81.9
"63770",82.2
"63771",82.6
"63772",82.4
"63773",82.2
"63774",82
"63775",81.9
"63776",81.9
"63777",81.9
"63778",81.9
"63779",82.8
"63780",83.1
"63781",82.9
"63782",83.8
"63783",84
"63784",84.2
"63785",84.7
"63786",84.4
"63787",83.7
"63788",84
"63789",84.4
"63790",84.2
"63791",83.7
"63792",83.5
"63793",82.4
"63794",81.9
"63795",82.2
"63796",82.6
"63797",82.4
"63798",82.4
"63799",82.4
"63800",82.6
"63801",82.8
"63802",82.6
"63803",82.9
"63804",83.8
"63805",83.7
"63806",84.6
"63807",85.3
"63808",85.1
"63809",85.1
"63810",85.8
"63811",85.8
"63812",85.1
"63813",85.1
"63814",84
"63815",83.8
"63816",83.7
"63817",83.7
"63818",83.5
"63819",83.5
"63820",83.3
"63821",83.3
"63822",82.9
"63823",82.6
"63824",82.8
"63825",82.8
"63826",82.8
"63827",82.9
"63828",83.7
"63829",84.4
"63830",85.3
"63831",86.2
"63832",86.2
"63833",86.7
"63834",86.5
"63835",86.2
"63836",85.8
"63837",85.1
"63838",84.4
"63839",84
"63840",83.7
"63841",83.7
"63842",83.5
"63843",83.5
"63844",83.3
"63845",83.1
"63846",83.1
"63847",82.9
"63848",82.6
"63849",82.8
"63850",82.4
"63851",82.8
"63852",83.8
"63853",84.4
"63854",85.1
"63855",85.5
"63856",85.6
"63857",86.2
"63858",86.4
"63859",86
"63860",85.6
"63861",85.1
"63862",84.6
"63863",83.8
"63864",83.7
"63865",83.5
"63866",83.7
"63867",83.3
"63868",83.3
"63869",83.5
"63870",83.1
"63871",82.9
"63872",82.8
"63873",82.6
"63874",82.4
"63875",82.9
"63876",83.5
"63877",83.8
"63878",84.9
"63879",85.3
"63880",85.8
"63881",85.8
"63882",86.2
"63883",86
"63884",85.1
"63885",84.6
"63886",83.5
"63887",83.3
"63888",82.9
"63889",83.1
"63890",82.9
"63891",82.8
"63892",82.6
"63893",82.4
"63894",82.4
"63895",81.7
"63896",81.5
"63897",81.5
"63898",82.4
"63899",83.5
"63900",84.2
"63901",84.9
"63902",85.6
"63903",86
"63904",86.4
"63905",85.3
"63906",85.3
"63907",85.1
"63908",84.2
"63909",84
"63910",82.9
"63911",82.8
"63912",82.6
"63913",82.6
"63914",82.4
"63915",82.2
"63916",82
"63917",81.5
"63918",80.8
"63919",80.1
"63920",81.1
"63921",81
"63922",82.2
"63923",83.8
"63924",84.9
"63925",84.9
"63926",85.5
"63927",86.5
"63928",84.9
"63929",84.4
"63930",84.6
"63931",85.5
"63932",84.6
"63933",83.8
"63934",82.9
"63935",82.8
"63936",82.4
"63937",81.9
"63938",81.3
"63939",81.5
"63940",81.3
"63941",81.7
"63942",82.2
"63943",82.2
"63944",82
"63945",82.2
"63946",82.6
"63947",82.9
"63948",84
"63949",84.9
"63950",85.5
"63951",85.5
"63952",86
"63953",86.2
"63954",85.8
"63955",86
"63956",85.3
"63957",84.7
"63958",83.5
"63959",83.3
"63960",83.3
"63961",82.9
"63962",82.6
"63963",83.3
"63964",83.3
"63965",81.3
"63966",82.8
"63967",82.8
"63968",82.8
"63969",83.1
"63970",83.3
"63971",84
"63972",85.3
"63973",86.4
"63974",86.2
"63975",86.7
"63976",86.7
"63977",85.8
"63978",85.5
"63979",85.5
"63980",84.9
"63981",84
"63982",84
"63983",84
"63984",84.2
"63985",83.7
"63986",83.5
"63987",83.3
"63988",82.9
"63989",82.9
"63990",82.9
"63991",82.9
"63992",82.8
"63993",83.7
"63994",84.4
"63995",85.1
"63996",86
"63997",86
"63998",86.4
"63999",86.5
"64000",87.1
"64001",86
"64002",86.4
"64003",84.9
"64004",84.4
"64005",84
"64006",83.5
"64007",83.5
"64008",83.5
"64009",83.8
"64010",82.9
"64011",83.1
"64012",82.9
"64013",82.9
"64014",82.9
"64015",83.1
"64016",82.9
"64017",83.3
"64018",84
"64019",84.4
"64020",85.5
"64021",85.8
"64022",86.2
"64023",85.8
"64024",85.8
"64025",85.3
"64026",85.8
"64027",85.1
"64028",85.3
"64029",84.4
"64030",81.5
"64031",82.8
"64032",82.6
"64033",82.9
"64034",82.9
"64035",83.1
"64036",82.9
"64037",83.1
"64038",82.9
"64039",82.8
"64040",82.6
"64041",83.3
"64042",83.5
"64043",84.2
"64044",84.7
"64045",85.6
"64046",85.6
"64047",85.8
"64048",86
"64049",85.3
"64050",86.7
"64051",85.8
"64052",85.1
"64053",84.4
"64054",83.7
"64055",83.5
"64056",83.5
"64057",83.5
"64058",83.3
"64059",83.3
"64060",83.1
"64061",82.2
"64062",82.4
"64063",82.6
"64064",82.6
"64065",83.1
"64066",84.6
"64067",83.1
"64068",83.7
"64069",81.1
"64070",84
"64071",84.6
"64072",85.3
"64073",85.5
"64074",83.5
"64075",84.7
"64076",84.6
"64077",84
"64078",83.7
"64079",83.5
"64080",83.5
"64081",83.7
"64082",83.3
"64083",83.1
"64084",83.1
"64085",83.1
"64086",82.9
"64087",82.9
"64088",82.9
"64089",83.5
"64090",83.7
"64091",84.2
"64092",84.7
"64093",84.9
"64094",85.6
"64095",85.8
"64096",86.4
"64097",86
"64098",86
"64099",85.3
"64100",84.7
"64101",84.2
"64102",83.8
"64103",83.8
"64104",83.3
"64105",83.5
"64106",82.9
"64107",82.9
"64108",82.6
"64109",82.4
"64110",82.6
"64111",82.8
"64112",82.2
"64113",82.8
"64114",84.6
"64115",85.3
"64116",84.6
"64117",84.9
"64118",86.2
"64119",86
"64120",86
"64121",85.8
"64122",85.8
"64123",85.5
"64124",84.7
"64125",84
"64126",83.3
"64127",82.9
"64128",82.9
"64129",82.8
"64130",82.4
"64131",82.4
"64132",82
"64133",81.9
"64134",82
"64135",82
"64136",82.2
"64137",83.5
"64138",84.7
"64139",85.3
"64140",85.3
"64141",85.8
"64142",85.3
"64143",86.5
"64144",86.5
"64145",85.6
"64146",81.7
"64147",83.5
"64148",83.5
"64149",82.9
"64150",82.9
"64151",82.8
"64152",82.9
"64153",82.9
"64154",82.8
"64155",82.6
"64156",82.8
"64157",82.9
"64158",82.8
"64159",81.1
"64160",82.4
"64161",83.1
"64162",83.8
"64163",84.4
"64164",84.6
"64165",85.1
"64166",84.6
"64167",85.1
"64168",85.3
"64169",85.6
"64170",85.1
"64171",84.7
"64172",84.4
"64173",84
"64174",83.5
"64175",83.8
"64176",83.3
"64177",83.3
"64178",82.6
"64179",82.2
"64180",82.2
"64181",82.4
"64182",82
"64183",81.1
"64184",81.3
"64185",82.2
"64186",84.4
"64187",84.4
"64188",84.7
"64189",86.4
"64190",85.5
"64191",85.6
"64192",86.5
"64193",85.6
"64194",85.8
"64195",85.1
"64196",82.9
"64197",83.1
"64198",83.5
"64199",83.7
"64200",84
"64201",83.5
"64202",83.5
"64203",83.1
"64204",82.9
"64205",82.9
"64206",83.1
"64207",82.8
"64208",83.1
"64209",84.4
"64210",84.6
"64211",85.1
"64212",86.2
"64213",85.5
"64214",85.8
"64215",85.8
"64216",86.4
"64217",82.8
"64218",84.2
"64219",84.4
"64220",83.8
"64221",82.8
"64222",82.8
"64223",82.8
"64224",82.6
"64225",82.2
"64226",82
"64227",81.9
"64228",81.9
"64229",81.7
"64230",81.5
"64231",81.3
"64232",82.2
"64233",83.7
"64234",84.6
"64235",85.3
"64236",84.7
"64237",84.4
"64238",84.4
"64239",84.6
"64240",82.8
"64241",83.7
"64242",83.8
"64243",83.7
"64244",83.1
"64245",82.2
"64246",81.9
"64247",81.7
"64248",81.7
"64249",81.1
"64250",81.1
"64251",81.1
"64252",81.9
"64253",82.4
"64254",81.9
"64255",82.2
"64256",82.8
"64257",83.5
"64258",84
"64259",84.4
"64260",84.9
"64261",85.5
"64262",85.6
"64263",86.5
"64264",86.4
"64265",86.2
"64266",85.5
"64267",84.4
"64268",83.7
"64269",83.5
"64270",83.7
"64271",83.5
"64272",83.8
"64273",83.3
"64274",83.3
"64275",83.1
"64276",82.8
"64277",82.9
"64278",83.1
"64279",82.9
"64280",83.8
"64281",84
"64282",85.3
"64283",85.1
"64284",85.5
"64285",85.8
"64286",86.5
"64287",86.4
"64288",85.8
"64289",85.6
"64290",85.3
"64291",85.1
"64292",84.9
"64293",84.2
"64294",84
"64295",82.6
"64296",81.9
"64297",82.9
"64298",83.3
"64299",83.1
"64300",82.8
"64301",82.8
"64302",82.8
"64303",82.8
"64304",83.5
"64305",83.8
"64306",84.9
"64307",85.1
"64308",85.8
"64309",86.4
"64310",85.8
"64311",86.2
"64312",86.7
"64313",86.4
"64314",86.2
"64315",84.6
"64316",84
"64317",83.7
"64318",83.7
"64319",83.3
"64320",83.3
"64321",82.9
"64322",82.8
"64323",82.2
"64324",82.4
"64325",82
"64326",82.2
"64327",82.9
"64328",84.7
"64329",85.3
"64330",85.3
"64331",85.6
"64332",86.2
"64333",86
"64334",86.7
"64335",87.1
"64336",86.4
"64337",85.8
"64338",84.7
"64339",84.2
"64340",83.7
"64341",83.3
"64342",83.5
"64343",83.1
"64344",82.8
"64345",81.7
"64346",82
"64347",82.2
"64348",82
"64349",82
"64350",82
"64351",83.3
"64352",84.6
"64353",84.2
"64354",84.6
"64355",85.3
"64356",85.8
"64357",86.2
"64358",86
"64359",85.8
"64360",85.6
"64361",85.3
"64362",84.6
"64363",84
"64364",83.8
"64365",83.8
"64366",83.7
"64367",83.1
"64368",83.3
"64369",83.1
"64370",82.8
"64371",82.4
"64372",82.6
"64373",82.6
"64374",82.2
"64375",83.1
"64376",84.2
"64377",84.9
"64378",84.7
"64379",86.2
"64380",85.6
"64381",86.4
"64382",84.4
"64383",82.2
"64384",84.4
"64385",80.2
"64386",82
"64387",82.6
"64388",82.8
"64389",83.1
"64390",83.1
"64391",83.1
"64392",83.1
"64393",82.2
"64394",82.4
"64395",82.4
"64396",82.4
"64397",82.4
"64398",82.2
"64399",82.8
"64400",84
"64401",84.9
"64402",85.8
"64403",86.4
"64404",86.2
"64405",87.3
"64406",78.8
"64407",84.7
"64408",80.4
"64409",81.9
"64410",82.8
"64411",82.8
"64412",79.2
"64413",82.9
"64414",83.3
"64415",83.3
"64416",82.6
"64417",82.4
"64418",82.6
"64419",82.4
"64420",82.6
"64421",82.8
"64422",82.8
"64423",82.8
"64424",84
"64425",84.2
"64426",83.1
"64427",84.2
"64428",85.3
"64429",84.9
"64430",86.7
"64431",86
"64432",85.1
"64433",84.9
"64434",84.4
"64435",84
"64436",80.8
"64437",82.9
"64438",81.7
"64439",82.8
"64440",82.9
"64441",82.8
"64442",82.8
"64443",82.8
"64444",82.4
"64445",82.8
"64446",82.6
"64447",83.5
"64448",84
"64449",84.4
"64450",84
"64451",84.4
"64452",84.6
"64453",84.9
"64454",84.7
"64455",83.8
"64456",83.8
"64457",83.7
"64458",83.5
"64459",82.9
"64460",82.8
"64461",83.1
"64462",83.3
"64463",83.1
"64464",83.1
"64465",83.1
"64466",82.8
"64467",82.6
"64468",82.8
"64469",82.8
"64470",82.8
"64471",82.9
"64472",83.8
"64473",84.2
"64474",84.6
"64475",84.7
"64476",84.4
"64477",84.2
"64478",85.1
"64479",85.3
"64480",85.1
"64481",84.7
"64482",84.2
"64483",83.7
"64484",83.5
"64485",83.1
"64486",82.9
"64487",83.5
"64488",83.3
"64489",82.6
"64490",82.8
"64491",82.6
"64492",82.6
"64493",82.8
"64494",82.9
"64495",83.7
"64496",84
"64497",84.7
"64498",85.6
"64499",86.4
"64500",86.7
"64501",85.6
"64502",85.6
"64503",85.6
"64504",84.7
"64505",83.8
"64506",83.1
"64507",82.9
"64508",82.9
"64509",82.8
"64510",82.6
"64511",82.4
"64512",82.2
"64513",81.9
"64514",82.6
"64515",81.7
"64516",81.3
"64517",82.4
"64518",83.7
"64519",84.2
"64520",84.9
"64521",85.5
"64522",85.5
"64523",85.6
"64524",85.8
"64525",86.2
"64526",85.8
"64527",84.7
"64528",84.6
"64529",84.2
"64530",83.7
"64531",83.5
"64532",83.3
"64533",82.9
"64534",82.4
"64535",82.2
"64536",82.2
"64537",82
"64538",81.9
"64539",81.9
"64540",81.7
"64541",82.6
"64542",83.5
"64543",84.2
"64544",84.7
"64545",85.5
"64546",86
"64547",86.2
"64548",86.7
"64549",85.6
"64550",85.8
"64551",85.1
"64552",84
"64553",83.7
"64554",83.3
"64555",83.3
"64556",82.9
"64557",83.1
"64558",82.6
"64559",82
"64560",81.7
"64561",81.3
"64562",81.7
"64563",81.5
"64564",81.9
"64565",83.3
"64566",84.4
"64567",84.6
"64568",84.9
"64569",85.8
"64570",86.5
"64571",86.9
"64572",85.8
"64573",85.3
"64574",84.7
"64575",84.2
"64576",84
"64577",83.7
"64578",83.5
"64579",83.7
"64580",83.5
"64581",82.9
"64582",81.5
"64583",81.7
"64584",82.8
"64585",82.9
"64586",82.2
"64587",82.9
"64588",82.6
"64589",83.1
"64590",84.2
"64591",84.7
"64592",85.8
"64593",86.2
"64594",86.4
"64595",86.5
"64596",86.9
"64597",86.9
"64598",86.4
"64599",85.5
"64600",82.8
"64601",83.8
"64602",82.2
"64603",83.1
"64604",84
"64605",83.7
"64606",83.7
"64607",83.3
"64608",83.3
"64609",83.3
"64610",83.3
"64611",83.1
"64612",82.9
"64613",83.5
"64614",84.6
"64615",85.3
"64616",86.2
"64617",86.4
"64618",86.9
"64619",86.7
"64620",87.3
"64621",86.9
"64622",86.4
"64623",86
"64624",85.3
"64625",84.4
"64626",83.7
"64627",83.7
"64628",83.7
"64629",83.5
"64630",83.1
"64631",82.9
"64632",82.9
"64633",82.8
"64634",82
"64635",82
"64636",81.9
"64637",82.6
"64638",83.7
"64639",84.6
"64640",84.6
"64641",86.4
"64642",84.7
"64643",84.6
"64644",84.9
"64645",85.1
"64646",84.4
"64647",84.6
"64648",84.4
"64649",83.5
"64650",83.1
"64651",82.9
"64652",82.8
"64653",82.8
"64654",82.4
"64655",82.2
"64656",81.9
"64657",81.9
"64658",82
"64659",81.9
"64660",82
"64661",83.3
"64662",84.4
"64663",84.9
"64664",85.6
"64665",86
"64666",85.5
"64667",86.4
"64668",86.9
"64669",86.4
"64670",85.8
"64671",85.3
"64672",84.4
"64673",84
"64674",83.8
"64675",83.5
"64676",83.5
"64677",83.1
"64678",82.9
"64679",82.9
"64680",82.9
"64681",82.9
"64682",82.8
"64683",82.8
"64684",82.8
"64685",83.1
"64686",84.2
"64687",85.1
"64688",85.1
"64689",86.4
"64690",86.5
"64691",86.7
"64692",86.2
"64693",86.4
"64694",85.5
"64695",85.1
"64696",84.9
"64697",83.7
"64698",83.1
"64699",82.9
"64700",82.4
"64701",81
"64702",81
"64703",79.3
"64704",79.7
"64705",80.2
"64706",80.6
"64707",80.4
"64708",82
"64709",83.3
"64710",83.3
"64711",84.4
"64712",84.6
"64713",84.7
"64714",85.6
"64715",84.9
"64716",85.5
"64717",84.9
"64718",84.9
"64719",84
"64720",83.3
"64721",83.1
"64722",83.1
"64723",83.5
"64724",82.8
"64725",82.6
"64726",82.4
"64727",82
"64728",81.5
"64729",81.9
"64730",81.9
"64731",81.3
"64732",82.6
"64733",84.2
"64734",84.2
"64735",84.2
"64736",85.1
"64737",84.4
"64738",85.5
"64739",86.2
"64740",86.2
"64741",85.8
"64742",85.5
"64743",84.4
"64744",83.3
"64745",82.9
"64746",82.4
"64747",82.4
"64748",82.6
"64749",82.6
"64750",82.2
"64751",82.2
"64752",81.1
"64753",82.2
"64754",82
"64755",81.9
"64756",82.9
"64757",84
"64758",83.8
"64759",84.9
"64760",85.5
"64761",85.1
"64762",85.8
"64763",86.2
"64764",85.8
"64765",86
"64766",85.3
"64767",84.7
"64768",83.1
"64769",83.5
"64770",83.7
"64771",83.3
"64772",83.5
"64773",83.3
"64774",83.1
"64775",83.1
"64776",82.9
"64777",82.8
"64778",79.7
"64779",82.6
"64780",83.3
"64781",83.7
"64782",84.2
"64783",85.6
"64784",85.8
"64785",86.5
"64786",86.9
"64787",86.5
"64788",86.5
"64789",86.4
"64790",85.6
"64791",84.7
"64792",84
"64793",82.9
"64794",83.3
"64795",82.9
"64796",82.9
"64797",82.8
"64798",82.9
"64799",82.8
"64800",82.6
"64801",82.4
"64802",82.6
"64803",82.6
"64804",82.9
"64805",83.8
"64806",84.6
"64807",84.7
"64808",85.3
"64809",84.9
"64810",86.2
"64811",86.7
"64812",85.6
"64813",85.6
"64814",85.3
"64815",84.9
"64816",84.2
"64817",83.5
"64818",82.4
"64819",82
"64820",81.7
"64821",83.5
"64822",83.3
"64823",83.3
"64824",83.3
"64825",82
"64826",82.9
"64827",82.9
"64828",82
"64829",83.8
"64830",84.7
"64831",85.5
"64832",86
"64833",86
"64834",86
"64835",86
"64836",86.9
"64837",86
"64838",86.7
"64839",85.6
"64840",84.6
"64841",84.4
"64842",84
"64843",84.4
"64844",84.4
"64845",84
"64846",83.7
"64847",83.7
"64848",83.5
"64849",83.7
"64850",83.7
"64851",83.7
"64852",83.8
"64853",84.6
"64854",85.5
"64855",86.2
"64856",86.7
"64857",86.7
"64858",86.9
"64859",87.3
"64860",87.4
"64861",86.5
"64862",86
"64863",85.1
"64864",84.4
"64865",84.4
"64866",84
"64867",83.8
"64868",83.7
"64869",83.5
"64870",83.3
"64871",83.1
"64872",83.1
"64873",82.9
"64874",82.8
"64875",82.6
"64876",83.5
"64877",85.1
"64878",86.4
"64879",85.8
"64880",86.2
"64881",86.2
"64882",85.8
"64883",86
"64884",86.9
"64885",86.2
"64886",85.1
"64887",84.9
"64888",84
"64889",82.2
"64890",82.4
"64891",82.6
"64892",82.2
"64893",82.6
"64894",81.3
"64895",81
"64896",81.3
"64897",81.3
"64898",81.5
"64899",81.7
"64900",82.4
"64901",83.3
"64902",84.4
"64903",85.1
"64904",85.6
"64905",86.2
"64906",86.5
"64907",86.7
"64908",86.7
"64909",86.4
"64910",85.8
"64911",84.7
"64912",83.8
"64913",83.3
"64914",82.9
"64915",82.8
"64916",82.8
"64917",82.2
"64918",82.2
"64919",81.9
"64920",81.7
"64921",81.5
"64922",81.5
"64923",81.5
"64924",82.8
"64925",84.2
"64926",84.9
"64927",85.1
"64928",85.6
"64929",85.1
"64930",85.6
"64931",85.8
"64932",85.8
"64933",86.5
"64934",86.2
"64935",84.7
"64936",84
"64937",83.5
"64938",83.1
"64939",82.9
"64940",82.9
"64941",81.9
"64942",81.9
"64943",81.5
"64944",81.5
"64945",81.5
"64946",80.8
"64947",81
"64948",82.8
"64949",83.5
"64950",84.2
"64951",84.7
"64952",85.3
"64953",86
"64954",85.6
"64955",85.6
"64956",85.6
"64957",85.6
"64958",86.2
"64959",85.1
"64960",84.2
"64961",83.7
"64962",83.5
"64963",83.1
"64964",83.1
"64965",83.1
"64966",82.8
"64967",82.8
"64968",82.6
"64969",82
"64970",81.9
"64971",82.2
"64972",82.4
"64973",84.2
"64974",85.5
"64975",85.8
"64976",85.8
"64977",86
"64978",86.4
"64979",85.6
"64980",85.1
"64981",85.5
"64982",85.6
"64983",84.6
"64984",84
"64985",81.7
"64986",79.9
"64987",81
"64988",79.9
"64989",79.7
"64990",81.5
"64991",82.4
"64992",82.9
"64993",83.7
"64994",83.5
"64995",83.3
"64996",83.8
"64997",84.2
"64998",84.9
"64999",85.5
"65000",85.8
"65001",86
"65002",86.2
